ID_PDB_PU	Pos_PU_ori	Pos_PU_struc_PDB	Pos_PU_seq_PDB	Pos_PU_UNP	ID_UNP
1XFCA_6_336_366	336_366	336_366	336_366	338_368	P9WQA9
1XFJA_10_165_183	165_183	165_183	165_183	165_183	Q9AAV3
1XKWA_10_252_267	252_267	307_322	252_267	307_322	P42512
1XKZA_10_55_73	55_73	385_403	55_73	385_403	P18357
1XL7A_16_239_263	239_263	239_263	239_263	239_263	Q9DC50
1XODA_1_1_55	1_55	10_60	1_55	6_60	Q66JG9
1XQRA_10_149_171	149_171	212_234	149_171	212_234	Q9NZL4
1XRSA_17_373_392	373_392	373_392	373_392	376_395	E3PRJ5
1XYIA_3_19_35	19_35	19_35	19_35	19_35	P13123
1Y1XA_4_52_88	52_88	52_88	52_88	95_131	Q4QG08
1Y60A_5_70_86	70_86	71_87	70_86	71_87	Q9FA38
1Y6HA_2_20_35	20_35	20_35	20_35	21_36	Q93LE9
1Y791_10_519_539	519_539	519_539	519_539	520_540	P24171
1Y8QA_12_26_42	26_42	26_42	26_42	26_42	Q9UBE0
1Y8QB_10_472_494	472_494	472_494	472_494	472_494	Q9UBT2
1Y8QB_13_91_129	91_129	91_129	91_129	91_129	Q9UBT2
1Y8QB_14_130_145	130_145	130_145	130_145	130_145	Q9UBT2
1Y96A_3_17_33	17_33	17_33	17_33	17_33	Q8WXD5
1Y9BA_1_40_81	40_81	40_81	40_81	40_81	Q9K2J6
1Y9BA_2_59_81	59_81	59_81	59_81	59_81	Q9K2J6
1Y9WA_4_55_70	55_70	55_70	55_70	55_70	Q81CG1
1YBTA_1_16_34	16_34	295_312	16_34	294_312	O07732
1YFQA_10_270_301	270_301	270_301	270_301	270_301	P26449
1YGYA_13_164_194	164_194	164_194	164_194	163_193	P9WNX3
1YHTA_8_256_287	256_287	256_287	256_287	256_287	Q840G9
1YI8A_10_131_149	131_149	131_149	131_149	131_149	Q9RVD6
1YI8A_10_285_310	285_310	285_310	285_310	285_310	Q9RVD6
1YI8A_10_59_85	59_85	59_85	59_85	59_85	Q9RVD6
1YISA_10_258_288	258_288	258_277	258_288	258_288	Q21774
1YISA_10_42_65	42_65	42_65	42_65	42_65	Q21774
1YIXA_10_154_175	154_175	154_175	154_175	154_175	P0AFQ7
1YIXA_10_95_116	95_116	95_116	95_116	95_116	P0AFQ7
1YJ7A_3_48_63	48_63	67_82	48_63	67_82	Q8VQD3
1YJDC_3_30_56	30_56	28_54	30_56	46_72	P10747
1YKDA_10_238_263	238_263	295_320	238_263	295_320	P94182
1YKDA_10_43_78	43_78	100_135	43_78	100_135	P94182
1YKDA_3_190_222	190_222	247_279	190_222	247_279	P94182
1YKIA_4_158_192	158_192	158_192	158_192	158_192	P38489
1YKWA_10_245_275	245_275	245_275	245_275	245_275	Q8KBL4
1YKWA_10_276_302	276_302	276_302	276_302	276_302	Q8KBL4
1YM3A_2_93_122	93_122	85_114	93_122	85_114	P9WPJ9
1YM3A_3_144_166	144_166	136_158	144_166	136_158	P9WPJ9
1YM5A_10_124_147	124_147	124_147	124_147	124_147	P38765
1YM5A_10_244_280	244_280	244_280	244_280	244_280	P38765
1YM5A_10_99_123	99_123	99_123	99_123	99_123	P38765
1YM5A_6_124_165	124_165	124_165	124_165	124_165	P38765
1YMTA_6_50_66	50_66	266_282	50_66	266_282	P33242
1YN4A_1_58_99	58_99	100_141	58_99	100_141	A0A0H3
1YNFA_14_202_224	202_224	192_213	202_224	191_213	P76216
1YNFA_16_311_339	311_339	300_328	311_339	300_328	P76216
1YNPA_10_114_134	114_134	94_114	114_134	94_114	Q9KE47
1YNPA_10_216_239	216_239	196_219	216_239	196_219	Q9KE47
1YNPA_10_240_261	240_261	220_241	240_261	220_241	Q9KE47
1YOCA_1_1_29	1_29	1_27	1_29	1_27	Q9I2R0
1YOEA_10_194_221	194_221	183_210	194_221	183_210	P41409
1YOEA_10_278_302	278_302	267_291	278_302	267_291	P41409
1YOVA_10_103_118	103_118	100_115	103_118	100_115	Q13564
1YQDA_10_234_282	234_282	230_278	234_282	230_278	Q94G59
1YRBA_3_200_230	200_230	186_216	200_230	186_216	Q9UYR9
1YREA_3_16_48	16_48	14_46	16_48	14_46	Q9HYX1
1YRRA_10_310_334	310_334	310_334	310_334	310_334	P0AF18
1YT8A_16_368_409	368_409	368_409	368_409	366_407	Q9I0N4
1YVRA_11_66_114	66_114	66_114	66_114	66_114	P42700
1YW4A_10_1_16	1_16	2_16	1_16	1_16	Q7NU26
1YZ1A_3_1_19	1_19	-1_17	1_19	1_17	P13693
1Z24A_5_103_118	103_118	103_118	103_118	103_118	P00305
1Z2IA_10_328_350	328_350	328_350	328_350	318_340	Q7CRW4
1Z2LA_13_287_328	287_328	287_328	287_328	285_326	P77425
1Z47A_10_290_330	290_330	290_330	290_330	278_318	Q9RHZ7
1Z4VA_12_400_422	400_422	433_455	400_422	433_455	P04850
1Z54A_4_68_99	68_99	68_99	68_99	68_99	Q5SJV0
1Z6RA_10_58_94	58_94	58_94	58_94	58_94	P50456
1Z94A_1_22_70	22_70	22_70	22_70	22_70	Q7NY36
1Z94A_2_71_117	71_117	71_117	71_117	71_117	Q7NY36
1ZBTA_7_101_144	101_144	89_132	101_144	89_132	Q8DU64
1ZCJA_14_192_211	192_211	451_470	192_211	451_470	P07896
1ZIWA_10_35_82	35_82	61_108	35_82	61_108	O15455
1ZLDA_3_16_48	16_48	78_108	16_48	76_108	P78737
1ZLMA_1_1_31	1_31	12_42	1_31	12_42	Q92882
1ZLPA_10_65_80	65_80	65_80	65_80	65_80	Q05957
1ZMAA_1_68_86	68_86	65_83	68_86	65_83	Q8DP51
1ZMAA_2_87_103	87_103	84_100	87_103	84_100	Q8DP51
1ZMAA_3_18_36	18_36	15_33	18_36	15_33	Q8DP51
1ZMBA_10_216_232	216_232	216_232	216_232	216_232	Q97LM8
1ZMDA_13_367_419	367_419	367_419	367_419	402_454	P09622
1ZU0A_14_52_70	52_70	52_70	52_70	79_97	Q9KUA3
1ZX4A_2_1_45	1_45	146_186	1_45	142_186	Q38420
2A4VA_6_67_82	67_82	123_138	67_82	123_138	P40553
2A8EA_2_175_193	175_193	175_193	175_193	175_193	Q45498
2ABSA_10_209_228	209_228	189_208	209_228	189_208	Q9TVW2
2AEBA_10_166_195	166_195	166_195	166_195	166_195	P05089
2AEFA_2_116_142	116_142	222_248	116_142	222_248	O27564
2AEFA_3_68_115	68_115	174_221	68_115	174_221	O27564
2AFBA_10_37_59	37_59	25_47	37_59	25_47	Q9WXS2
2AFBA_11_138_168	138_168	126_156	138_168	126_156	Q9WXS2
2AFRA_2_96_126	96_126	96_126	96_126	93_123	Q8EXP7
2AG5A_5_94_116	94_116	94_116	94_116	94_116	Q9BUT1
2AHDA_3_113_136	113_136	113_136	113_136	113_136	Q58346
2AJRA_10_93_115	93_115	81_103	93_115	81_103	Q9WZT5
2AJRA_11_233_251	233_251	221_239	233_251	221_239	Q9WZT5
2AM1A_10_280_300	280_300	280_300	280_300	280_300	Q8DNV6
2ANUA_1_1_43	1_43	5_31	1_43	1_31	Q9WZ29
2ANXA_2_64_101	64_101	64_101	64_101	64_101	P09963
2APJA_4_106_143	106_143	106_143	106_143	106_143	Q8L9J9
2AQ4A_10_228_268	228_268	532_572	228_268	532_572	P12689
2AQ4A_10_311_360	311_360	615_664	311_360	615_664	P12689
2AQ5A_10_170_209	170_209	170_209	170_209	170_209	O89053
2AQ6A_2_49_87	49_87	49_87	49_87	49_87	O06553
2AQJA_11_319_356	319_356	319_356	319_356	319_356	P95480
2ARHA_2_157_198	157_198	155_196	157_198	155_196	O67778
2AS0A_10_333_355	333_355	333_355	333_355	333_355	O59578
2AS0A_13_1_31	1_31	2_31	1_31	1_31	O59578
2ASBA_4_170_219	170_219	274_323	170_219	274_323	P9WIV3
2ASTB_1_1_42	1_42	2095_2130	1_42	89_130	Q13309
2ATPB_1_68_115	68_115	68_115	68_115	89_136	P10300
2AU5A_2_112_129	112_129	109_126	112_129	109_126	Q82ZV0
2AVDA_3_20_50	20_50	53_83	20_50	53_83	Q86VU5
2AWIA_5_258_298	258_298	258_298	258_298	258_298	Q04114
2AYHA_3_139_177	139_177	139_177	139_177	162_200	P23904
2AZJA_10_238_264	238_264	230_256	238_264	230_256	Q97W92
2AZNA_3_99_130	99_130	104_135	99_130	104_135	Q58085
2AZPA_2_88_134	88_134	86_132	88_134	86_132	Q9I476
2B0AA_1_20_36	20_36	20_36	20_36	21_37	Q58193
2B0CA_3_63_82	63_82	63_82	63_82	56_75	P0A8Y3
2B0RA_6_39_76	39_76	39_76	39_76	20_57	Q5CS32
2B0TA_10_187_216	187_216	187_216	187_216	187_216	P50216
2B1EA_10_477_494	477_494	536_553	477_494	536_553	P19658
2B3FA_4_121_172	121_172	121_172	121_172	141_192	Q72KX2
2B67A_5_135_151	135_151	132_148	135_151	132_148	A0A0H2
2BA0A_4_135_180	135_180	135_180	135_180	135_180	O29758
2BCEA_10_508_525	508_525	508_525	508_525	526_543	P30122
2BCOA_3_105_138	105_138	105_138	105_138	105_138	Q87Q40
2BCQA_10_130_181	130_181	370_421	130_181	370_421	Q9UGP5
2BCQA_10_246_264	246_264	486_504	246_264	486_504	Q9UGP5
2BFDA_10_234_282	234_282	234_282	234_282	279_327	P12694
2BHGA_5_152_183	152_183	151_182	152_183	1800_1831	P03306
2BIWA_10_332_355	332_355	332_355	332_355	332_355	P74334
2BJKA_10_291_348	291_348	291_348	291_348	291_348	Q5SI02
2BMOA_13_274_289	274_289	274_289	274_289	274_289	Q8RTL4
2BS2A_10_1_47	1_47	1_47	1_47	1_47	P17412
2BU3A_6_34_49	34_49	29_38	34_49	23_38	Q8YY76
2C0GA_2_187_210	187_210	1196_1219	187_210	196_219	O44342
2C4NA_10_23_41	23_41	23_41	23_41	23_41	P0AF24
2C61A_10_180_231	180_231	171_222	180_231	171_222	Q60187
2C81A_11_59_101	59_101	59_101	59_101	59_101	Q8G8Y2
2C8MA_4_84_120	84_120	84_120	84_120	84_120	Q9HKT1
2C9KA_10_184_211	184_211	251_278	184_211	251_278	P16480
2CA6A_14_244_269	244_269	244_269	244_269	244_269	P41391
2CARA_3_43_75	43_75	41_73	43_75	41_73	Q9BY32
2CB1A_10_176_218	176_218	176_218	176_218	176_218	Q5SJ58
2CB5A_12_113_143	113_143	114_144	113_143	114_144	Q13867
2CBZA_3_1_30	1_30	642_670	1_30	641_670	P33527
2CBZA_4_91_111	91_111	731_751	91_111	731_751	P33527
2CC0A_4_97_123	97_123	97_123	97_123	138_164	Q54413
2CC0A_5_33_62	33_62	33_62	33_62	74_103	Q54413
2CC0A_7_124_146	124_146	124_146	124_146	165_187	Q54413
2CC3A_2_71_110	71_110	158_197	71_110	158_197	P17798
2CC3A_3_25_50	25_50	112_137	25_50	112_137	P17798
2CCHB_7_23_55	23_55	195_227	23_55	195_227	P20248
2CCJA_3_169_196	169_196	169_196	169_196	169_196	P65248
2CDNA_2_121_151	121_151	101_131	121_151	101_131	P9WKF5
2CDNA_2_79_120	79_120	59_100	79_120	59_100	P9WKF5
2CDPA_2_66_100	66_100	44_78	66_100	499_533	Q6DN99
2CDQA_12_364_394	364_394	364_394	364_394	423_453	Q9LYU8
2CDUA_10_413_451	413_451	413_451	413_451	413_451	Q9F1X5
2CFUA_10_1_22	1_22	20_22	1_22	1_22	Q9I5I9
2CFUA_11_574_595	574_595	574_595	574_595	574_595	Q9I5I9
2CG5B_1_25_59	25_59	2141_2175	25_59	2141_2175	P49327
2CG8A_3_61_111	61_111	61_111	61_111	61_111	P59657
2CG8A_5_112_164	112_164	112_159	112_164	112_164	P59657
2CH5A_10_1_37	1_37	-2_34	1_37	1_34	Q9UJ70
2CH9A_2_97_126	97_126	116_145	97_126	116_145	O76096
2CHCA_5_36_69	36_69	34_67	36_69	34_67	O06337
2CIBA_10_194_226	194_226	194_226	194_226	194_226	P9WPP9
2CIUA_4_55_70	55_70	153_168	55_70	153_168	P53220
2CJ4A_4_24_39	24_39	24_39	24_39	40_55	O49908
2CJAA_11_377_411	377_411	357_391	377_411	357_391	Q46AN5
2CJPA_10_1_20	1_20	2_13	1_20	1_13	Q41415
2CJPA_10_96_134	96_134	89_127	96_134	89_127	Q41415
2CJQA_10_378_395	378_395	378_395	378_395	3566_3583	Q96662
2CJQA_11_264_280	264_280	264_264	264_280	3452_3468	Q96662
2CM2A_5_126_179	126_179	120_173	126_179	120_173	P18031
2CN3A_13_642_694	642_694	669_721	642_694	669_721	Q70DK5
2CNTA_3_36_76	36_76	36_76	36_76	36_76	Q8ZJW4
2CVHA_1_176_220	176_220	176_220	176_220	176_220	P95547
2CW8A_14_469_501	469_501	469_501	469_501	1320_1352	P77933
2CWRA_2_1_28	1_28	262_283	1_28	256_283	Q8U1H5
2CXAA_2_93_123	93_123	76_105	93_123	76_106	P0A8P1
2CY2A_2_22_38	22_38	22_38	22_38	23_39	Q5SJ05
2CY8A_3_69_122	69_122	69_122	69_122	69_122	Q6VY99
2CZLA_10_116_140	116_140	116_140	116_140	116_140	Q5SI12
2CZVC_2_52_100	52_100	52_100	52_100	52_100	O59150
2D0BA_11_37_55	37_55	37_55	37_55	37_55	Q6L6Q4
2D0BA_11_56_71	56_71	56_71	56_71	56_71	Q6L6Q4
2D1SA_11_519_539	519_539	519_539	519_539	519_539	P13129
2D5CA_10_229_246	229_246	229_246	229_246	229_246	Q5SJF8
2DC1A_2_59_108	59_108	59_108	59_108	59_108	O28440
2DDMA_1_210_264	210_264	210_264	210_264	210_264	P40191
2DDUA_6_259_301	259_301	1478_1520	259_301	1478_1520	Q60841
2DEBA_10_225_249	225_249	230_254	225_249	230_254	P18886
2DEJA_14_61_76	61_76	61_76	61_76	61_76	O58107
2DG1A_10_225_248	225_248	225_248	225_248	224_247	Q99QV3
2DG7A_2_151_186	151_186	151_186	151_186	151_186	Q9RK42
2DH2A_14_324_365	324_365	429_470	324_365	530_571	P08195
2DHOA_4_38_76	38_76	30_68	38_76	30_68	Q13907
2DKJA_10_68_85	68_85	68_85	68_85	68_85	Q5SI56
2DPMA_10_228_243	228_243	228_243	228_243	228_243	P04043
2DPMA_10_93_114	93_114	93_114	93_114	93_114	P04043
2DQ0A_10_217_251	217_251	217_251	217_251	217_251	O58441
2DQBA_10_76_105	76_105	76_105	76_105	76_105	Q5SL81
2DQLA_2_17_62	17_62	17_62	17_62	17_62	Q8YQ56
2DQLA_2_63_96	63_96	63_96	63_96	63_96	Q8YQ56
2DR1A_10_310_353	310_353	310_353	310_353	310_353	O59033
2DULA_7_68_109	68_109	68_109	68_109	71_112	O59493
2DVKA_1_70_115	70_115	70_115	70_115	70_115	Q9YDV3
2DVZA_2_226_271	226_271	226_271	226_271	239_284	Q7W0A0
2E01A_12_219_242	219_242	215_238	219_242	244_267	Q01532
2E1FA_1_1_48	1_48	1142_1187	1_48	1140_1187	Q14191
2E1ZA_10_191_217	191_217	178_204	191_217	178_204	O06961
2E2OA_10_35_60	35_60	35_60	35_60	35_60	Q96Y14
2E2OA_10_61_87	61_87	61_87	61_87	61_87	Q96Y14
2E4MC_2_41_82	41_82	41_82	41_82	41_82	Q9LBR4
2E50A_2_17_59	17_59	21_59	17_59	30_72	Q01105
2E87A_10_69_92	69_92	69_92	69_92	69_92	O59046
2E8BA_1_142_165	142_165	142_165	142_165	142_165	O67413
2E8VA_10_232_256	232_256	232_256	232_256	227_251	Q12051
2ECFA_10_246_297	246_297	246_297	246_297	246_297	P95782
2EGVA_4_67_111	67_111	67_111	67_111	67_111	O66552
2EIHA_11_241_274	241_274	241_274	241_274	241_274	Q5SL27
2EIXA_3_217_243	217_243	255_281	217_243	255_281	Q1HA49
2EIXA_4_46_64	46_64	84_102	46_64	84_102	Q1HA49
2EJQA_1_65_107	65_107	65_107	65_107	65_107	Q5SLR6
2EJXA_2_21_60	21_60	18_57	21_60	18_57	Q973T5
2EK1A_1_52_79	52_79	912_939	52_79	892_919	Q9NTZ6
2EK1A_2_1_25	1_25	875_885	1_25	841_865	Q9NTZ6
2EK5A_1_79_115	79_115	79_115	79_115	79_115	Q8NLJ5
2EK5A_3_45_78	45_78	45_78	45_78	45_78	Q8NLJ5
2EKLA_10_136_164	136_164	136_164	136_164	136_164	Q972A9
2EKLA_10_222_254	222_254	222_254	222_254	222_254	Q972A9
2ELCA_10_131_153	131_153	131_153	131_153	131_153	Q5SH88
2ENDA_1_1_23	1_23	2_23	1_23	1_23	P04418
2EO5A_10_78_103	78_103	78_103	78_103	78_103	F9VN77
2EO5A_11_387_412	387_412	387_412	387_412	387_412	F9VN77
2EQ5A_2_1_45	1_45	3_42	1_45	1_45	O58781
2ES4D_10_174_215	174_215	174_215	174_215	194_235	Q05490
2ESHA_2_54_91	54_91	54_91	54_91	54_91	Q9X035
2ESSA_6_76_109	76_109	75_108	76_109	75_108	Q8A611
2ESSA_7_192_208	192_208	191_207	192_208	191_207	Q8A611
2ESSA_8_209_227	209_227	208_226	209_227	208_226	Q8A611
2ETHA_3_25_48	25_48	13_36	25_48	13_36	Q9WZS3
2ETVA_10_135_156	135_156	147_168	135_156	147_168	Q9WY32
2EVAA_6_41_64	41_64	67_90	41_64	67_90	O43318
2EX4A_7_133_166	133_166	116_149	133_166	115_148	Q9BV86
2EZ2A_3_51_110	51_110	51_110	51_110	51_110	P31013
2F07A_3_160_189	160_189	157_186	160_189	157_186	O07001
2F1LA_2_106_141	106_141	94_129	106_141	94_129	Q9HXQ0
2F2HA_10_301_347	301_347	301_347	301_347	301_347	P31434
2F31A_6_91_131	91_131	225_265	91_131	234_274	Q3US76
2F31A_7_91_115	91_115	225_249	91_115	234_258	Q3US76
2F4LA_10_204_227	204_227	192_215	204_227	192_215	Q9WXX3
2F5XA_10_158_178	158_178	146_165	158_178	171_191	Q7VTS1
2F5XA_10_244_271	244_271	232_259	244_271	257_284	Q7VTS1
2F62A_2_44_61	44_61	44_61	44_61	36_53	Q57VC7
2F68X_10_114_139	114_139	135_160	114_139	135_160	Q53654
2F68X_10_219_234	219_234	240_255	219_234	240_255	Q53654
2F9IA_10_241_256	241_256	228_243	241_256	228_243	Q2FG38
2FFGA_3_23_40	23_40	23_40	23_40	23_40	O34588
2FFIA_10_49_79	49_79	49_79	49_79	49_79	Q88M75
2FFJA_10_75_100	75_100	63_88	75_100	63_88	O29161
2FFSA_2_69_115	69_115	69_115	69_115	69_115	Q9I4D2
2FGQX_2_209_266	209_266	209_266	209_266	228_285	P24305
2FLDA_4_112_145	112_145	117_150	112_145	117_150	C0JWR6
2FM8A_2_32_56	32_56	32_56	32_56	32_56	P0A1N0
2FM9A_5_53_71	53_71	101_119	53_71	101_119	P0CL52
2FP8A_10_154_178	154_178	176_200	154_178	176_200	P68175
2FP8A_10_72_91	72_91	94_113	72_91	94_113	P68175
2FPEA_1_25_55	25_55	23_53	25_55	509_539	Q9R237
2FPHX_3_33_71	33_71	37_75	33_71	58_96	Q8DNW3
2FPNA_2_99_136	99_136	99_136	99_136	129_166	O32277
2FPOA_3_135_177	135_177	133_175	135_177	133_175	P0ADX9
2FQ3A_4_53_69	53_69	347_363	53_69	347_363	P32591
2FV2A_2_132_181	132_181	133_182	132_181	149_198	Q92600
2FXUA_10_330_345	330_345	330_345	330_345	332_347	P68135
2FY7A_1_245_268	245_268	356_379	245_268	356_379	P15291
2FY7A_7_191_206	191_206	302_317	191_206	302_317	P15291
2G30A_4_168_215	168_215	847_894	168_215	847_894	P63010
2G7BA_1_113_137	113_137	113_137	113_137	114_138	P29373
2G7GA_1_149_167	149_167	147_165	149_167	147_165	Q0S9X7
2G7LA_3_26_46	26_46	26_46	26_46	26_46	Q93JG8
2G82A_10_33_52	33_52	33_52	33_52	33_52	P00361
2G8SA_10_85_124	85_124	82_121	85_124	102_141	P75804
2GAGB_10_166_189	166_189	166_189	166_189	166_189	Q3ZDR0
2GENA_2_130_188	130_188	128_186	130_188	128_186	Q9I2Q9
2GFHA_4_50_96	50_96	38_84	50_96	38_84	Q9CPT3
2GFIA_14_373_397	373_397	376_400	373_397	376_400	A2TBB4
2GFNA_5_154_177	154_177	154_177	154_177	154_177	Q0S7R9
2GGOA_10_280_320	280_320	280_320	280_320	280_320	Q975F9
2GJ3A_4_74_94	74_94	94_114	74_94	94_114	P30663
2GL5A_13_273_297	273_297	271_295	273_297	271_295	Q8ZNH1
2GLFA_10_294_319	294_319	296_321	294_319	295_320	Q9WYJ9
2GLFA_10_418_450	418_450	420_452	418_450	419_451	Q9WYJ9
2GLLA_4_105_139	105_139	93_127	105_139	93_127	O25928
2GLXA_11_191_218	191_218	192_219	191_218	192_219	Q2I8V6
2GLZA_3_122_137	122_137	121_136	122_137	121_136	B8FYU2
2GMFA_2_94_121	94_121	94_121	94_121	111_138	P04141
2GN4A_4_165_204	165_204	154_193	165_204	154_193	O25511
2GNXA_10_1_28	1_28	101_129	1_28	102_129	Q6P1I3
2GOPA_10_275_301	275_301	275_301	275_301	275_301	Q8U3Y3
2GOYA_4_1_27	1_27	-_-	1_27	1_27	O05927
2GOYA_6_58_86	58_86	58_86	58_86	58_86	O05927
2GPJA_6_1_31	1_31	5_30	1_31	1_30	A4Y1H9
2GQWA_10_197_230	197_230	197_230	197_230	197_230	Q52437
2GQWA_11_328_365	328_365	328_365	328_365	328_365	Q52437
2GQWA_15_156_173	156_173	156_173	156_173	156_173	Q52437
2GREA_10_92_126	92_126	92_121	92_126	92_126	Q81HB5
2GREA_8_280_313	280_313	280_313	280_313	280_313	Q81HB5
2GSCA_1_72_113	72_113	72_113	72_113	72_113	Q8PD29
2GTIA_10_317_348	317_348	316_347	317_348	2376_2407	Q9J3E8
2GU0A_10_155_191	155_191	155_191	155_191	155_191	Q9PY93
2GU0A_4_72_104	72_104	72_104	72_104	72_104	Q9PY93
2GU1A_10_22_45	22_45	22_45	22_45	81_104	Q9KUL5
2GVIA_6_86_102	86_102	85_101	86_102	85_101	Q9HJ63
2GWGA_11_85_104	85_104	85_104	85_104	85_104	Q6N0R4
2GWNA_6_185_236	185_236	182_233	185_236	182_233	Q7MVW1
2GX5A_2_22_58	22_58	12_48	22_58	12_48	P39779
2GY5A_10_346_387	346_387	368_409	346_387	368_409	Q02763
2GZ6A_10_164_183	164_183	165_183	164_183	164_183	A4UA16
2H0BA_3_86_123	86_123	362_413	86_123	378_430	Q28146
2H1CA_2_71_115	71_115	71_115	71_115	71_115	Q5F882
2H1EA_3_109_150	109_150	109_150	109_150	273_314	P32657
2H21A_10_183_225	183_225	231_273	183_225	231_273	Q43088
2H3GX_10_1_17	1_17	1_17	1_17	1_17	Q81VX4
2H3GX_3_190_232	190_232	190_232	190_232	190_232	Q81VX4
2H3HA_10_1_41	1_41	1_41	1_41	31_71	Q9WXW9
2H5XA_3_92_133	92_133	92_133	92_133	92_133	P9WGW3
2H5YA_4_150_191	150_191	130_171	150_191	154_195	Q8PHA1
2H6EA_3_108_152	108_152	108_152	108_152	113_157	Q97YM2
2HCMA_3_23_61	23_61	22_60	23_61	22_60	Q8BTR5
2HD0A_3_19_49	19_49	108_138	19_49	917_947	P27958
2HDWA_10_44_83	44_83	47_83	44_83	48_87	Q01609
2HEUA_10_350_390	350_390	350_390	350_390	365_405	A0A0H2
2HEUA_11_83_116	83_116	83_116	83_116	98_131	A0A0H2
2HF9A_3_35_84	35_84	30_79	35_84	30_79	Q57884
2HFSA_4_292_325	292_325	289_322	292_325	289_322	Q4Q6K7
2HJGA_11_345_400	345_400	345_400	345_400	345_400	P50743
2HK0A_4_65_110	65_110	45_90	65_110	45_90	A9CH28
2HLYA_2_179_196	179_196	178_195	179_196	174_191	A9CI22
2HLZA_10_135_150	135_150	121_136	135_150	121_136	P50053
2HLZA_10_44_60	44_60	30_46	44_60	30_46	P50053
2HLZA_4_44_89	44_89	30_75	44_89	30_75	P50053
2HMAA_10_54_69	54_69	51_66	54_69	51_66	Q97T38
2HMVA_3_67_118	67_118	67_118	67_118	67_118	O32080
2HSBA_2_84_99	84_99	83_98	84_99	83_98	O29944
2HTAA_10_219_236	219_236	204_221	219_236	204_221	Q8ZPV9
2HTHB_2_63_86	63_86	61_84	63_86	61_84	Q86VN1
2I0OA_10_237_256	237_256	511_530	237_256	511_530	Q7PP01
2I10A_2_93_112	93_112	91_110	93_112	91_110	Q0RX74
2I10A_4_33_55	33_55	31_53	33_55	31_53	Q0RX74
2I1OA_17_324_341	324_341	318_335	324_341	318_335	Q9HJ28
2I1YA_10_134_184	134_184	812_862	134_184	812_862	Q16849
2I1YA_12_150_165	150_165	828_843	150_165	828_843	Q16849
2I24N_1_49_70	49_70	49_70	49_70	49_70	Q8AXH5
2I2CA_10_1_18	1_18	1_18	1_18	1_18	Q8Y8D7
2I2CA_10_37_61	37_61	37_61	37_61	37_61	Q8Y8D7
2I6JA_5_17_36	17_36	17_36	17_36	17_36	Q97VZ7
2I74A_6_17_33	17_33	487_503	17_33	487_503	Q9JI78
2I8TA_2_53_79	53_79	53_79	53_79	53_79	Q6XQ58
2IAFA_4_105_125	105_125	102_122	105_125	115_135	Q5WYB1
2IAIA_4_133_176	133_176	112_155	133_176	112_155	Q9XA31
2ID0A_10_355_377	355_377	355_377	355_377	355_377	P30850
2ID1A_2_1_40	1_40	2_40	1_40	1_40	Q7P0P8
2ID5A_10_225_260	225_260	225_260	225_260	264_299	Q96FE5
2ID5A_13_261_298	261_298	261_298	261_298	300_337	Q96FE5
2IEWA_4_224_258	224_258	224_258	224_258	224_258	P07250
2IH2A_10_113_134	113_134	113_134	113_134	113_134	P14385
2IHTA_10_478_503	478_503	478_503	478_503	478_503	Q9LCV9
2IHTA_13_520_553	520_553	520_553	520_553	520_553	Q9LCV9
2IHYA_4_1_29	1_29	0_10	1_29	1_10	A0A0H2
2II0A_13_129_149	129_149	688_708	129_149	688_708	Q07889
2II1A_5_247_268	247_268	246_267	247_268	246_267	Q9KGN3
2II2A_10_199_227	199_227	195_223	199_227	196_224	Q4VPP2
2II2A_10_46_71	46_71	42_67	46_71	43_68	Q4VPP2
2II2A_2_72_128	72_128	68_124	72_128	69_125	Q4VPP2
2IIAA_2_16_51	16_51	9_44	16_51	10_45	Q8YSC3
2IIHA_4_68_100	68_100	68_100	68_100	68_100	Q5SHE1
2IJ2A_10_279_310	279_310	279_310	279_310	280_311	P14779
2IM5A_10_87_121	87_121	87_121	87_121	87_121	Q7MXV0
2IMGA_1_98_149	98_149	97_148	98_149	97_148	Q9BVJ7
2IMSA_3_82_140	82_140	97_155	82_140	97_155	Q16611
2IN3A_2_42_83	42_83	40_81	42_83	40_81	Q82S11
2INPL_1_1_41	1_41	3_41	1_41	1_41	Q84AQ3
2IP2A_10_221_269	221_269	221_269	221_269	221_269	Q9HWH2
2IP2A_10_270_300	270_300	270_300	270_300	270_300	Q9HWH2
2IP2A_7_38_76	38_76	38_76	38_76	38_76	Q9HWH2
2IT2A_2_139_188	139_188	143_188	139_188	135_184	O58796
2IT2A_3_55_97	55_97	55_97	55_97	51_93	O58796
2ITMA_10_164_203	164_203	164_203	164_203	164_203	P09099
2IW2A_10_126_141	126_141	126_141	126_141	125_140	P12955
2IWRA_3_89_108	89_108	152_171	89_108	488_507	Q99490
2IWZA_10_402_426	402_426	423_447	402_426	423_447	Q9NWU1
2IZ6A_6_24_60	24_60	16_52	24_60	16_52	Q8RV61
2J3TC_5_61_85	61_85	61_85	61_85	61_85	Q5NCF2
2J4OA_10_35_80	35_80	35_80	35_80	35_80	Q15750
2J5BA_10_300_321	300_321	290_311	300_321	298_319	Q5UPJ7
2J5UA_4_66_103	66_103	114_151	66_103	114_151	Q8Y6Y4
2J5VA_2_49_81	49_81	49_81	49_81	49_81	P0A7B5
2J6LA_17_224_242	224_242	224_242	224_242	251_269	P49419
